transaction_id,customer_id,amount,transaction_type,bank,merchant_id,status,timestamp,is_delayed,emi_overdue,settlement_status
TXN0000087,CUST4449,3962.01,Refund,HDFC,MER119,Failed,2023-01-04 14:00:00,0,0,N/A
TXN0000088,CUST3705,783.3,Utility Bill,Kotak,MER303,Pending,2023-01-04 15:00:00,0,0,N/A
TXN0000089,CUST6765,263.88,EMI Debit,ICICI,MER506,Failed,2023-01-04 16:00:00,1,1,N/A
TXN0000090,CUST5974,170.39,Utility Bill,HDFC,,Success,2023-01-04 17:00:00,0,0,Settled
TXN0000091,CUST1195,3314.32,UPI Transfer,Kotak,,Success,2023-01-04 18:00:00,0,0,Settled
TXN0000092,CUST2383,129.01,Merchant Payment,Axis,MER476,Success,2023-01-04 19:00:00,1,0,Settled
TXN0000093,CUST3435,4704.54,UPI Transfer,ICICI,MER552,Success,2023-01-04 20:00:00,0,0,Settled
TXN0000094,CUST2450,4362.51,UPI Transfer,HDFC,MER185,Success,2023-01-04 21:00:00,0,0,Disputed
TXN0000095,CUST9414,290.36,Merchant Payment,Kotak,,Success,2023-01-04 22:00:00,0,0,Settled
TXN0000096,CUST8924,8298.86,Utility Bill,Axis,,Success,2023-01-04 23:00:00,0,0,Settled
TXN0000097,CUST8058,2582.99,Merchant Payment,Axis,MER455,Success,2023-01-05 00:00:00,0,0,Settled
TXN0000098,CUST8316,8217.95,EMI Debit,Kotak,,Success,2023-01-05 01:00:00,0,0,Settled
TXN0000099,CUST6628,8115.86,UPI Transfer,SBI,,Pending,2023-01-05 02:00:00,0,0,N/A
TXN0000100,CUST1441,768.05,EMI Debit,SBI,MER328,Success,2023-01-05 03:00:00,0,0,Settled
TXN0000101,CUST3367,1676.39,Merchant Payment,Kotak,,Success,2023-01-05 04:00:00,0,0,Settled
TXN0000102,CUST5865,506.08,EMI Debit,Kotak,MER274,Success,2023-01-05 05:00:00,0,0,Settled
TXN0000103,CUST8159,5220.45,UPI Transfer,Kotak,MER473,Success,2023-01-05 06:00:00,1,0,Settled
TXN0000104,CUST1450,2455.01,Merchant Payment,Axis,MER269,Success,2023-01-05 07:00:00,0,0,Settled
TXN0000105,CUST8039,9248.29,Merchant Payment,ICICI,MER513,Success,2023-01-05 08:00:00,0,0,Settled
TXN0000106,CUST6198,817.13,Merchant Payment,Axis,MER274,Success,2023-01-05 09:00:00,1,0,Settled
TXN0000107,CUST9934,4080.76,UPI Transfer,Axis,MER227,Success,2023-01-05 10:00:00,0,0,Settled
TXN0000108,CUST8286,15860.69,Merchant Payment,SBI,MER425,Success,2023-01-05 11:00:00,0,0,Settled
TXN0000109,CUST4350,3831.67,Merchant Payment,Kotak,MER298,Success,2023-01-05 12:00:00,0,0,Settled
TXN0000110,CUST3829,249.39,EMI Debit,Axis,,Success,2023-01-05 13:00:00,0,0,Settled
TXN0000111,CUST3613,3107.17,EMI Debit,Axis,MER432,Success,2023-01-05 14:00:00,0,0,Pending
TXN0000112,CUST2915,693.91,Utility Bill,Kotak,MER523,Success,2023-01-05 15:00:00,0,0,Settled
TXN0000113,CUST8212,108.42,Merchant Payment,ICICI,MER523,Success,2023-01-05 16:00:00,0,1,Settled
TXN0000114,CUST1527,1427.68,UPI Transfer,SBI,MER997,Success,2023-01-05 17:00:00,0,0,Disputed
TXN0000115,CUST5819,1082.86,EMI Debit,HDFC,,Success,2023-01-05 18:00:00,0,0,Settled
TXN0000116,CUST8879,5441.84,Merchant Payment,Axis,,Failed,2023-01-05 19:00:00,0,0,N/A
TXN0000117,CUST9432,1637.63,UPI Transfer,ICICI,MER847,Success,2023-01-05 20:00:00,0,0,Settled
TXN0000118,CUST9556,4621.23,EMI Debit,HDFC,MER542,Success,2023-01-05 21:00:00,0,0,Settled
TXN0000119,CUST2208,57.3,UPI Transfer,Kotak,MER987,Success,2023-01-05 22:00:00,0,0,Settled
TXN0000120,CUST5120,52.23,UPI Transfer,HDFC,,Success,2023-01-05 23:00:00,0,1,Settled
TXN0000121,CUST7476,104.13,EMI Debit,Kotak,MER986,Success,2023-01-06 00:00:00,0,0,Settled
TXN0000122,CUST3961,866.74,EMI Debit,ICICI,MER941,Success,2023-01-06 01:00:00,0,0,Settled
TXN0000123,CUST5776,1639.35,EMI Debit,HDFC,MER828,Success,2023-01-06 02:00:00,0,0,Settled
TXN0000124,CUST3417,3276.35,UPI Transfer,SBI,,Failed,2023-01-06 03:00:00,0,0,N/A
TXN0000125,CUST2616,14918.98,Utility Bill,ICICI,MER927,Success,2023-01-06 04:00:00,0,0,Settled
TXN0000126,CUST9911,1531.56,EMI Debit,HDFC,MER785,Success,2023-01-06 05:00:00,0,0,Settled
TXN0000127,CUST5682,200.44,Utility Bill,Axis,MER140,Success,2023-01-06 06:00:00,0,0,Settled
TXN0000128,CUST7825,758.76,EMI Debit,HDFC,,Success,2023-01-06 07:00:00,0,0,Settled
TXN0000129,CUST2846,7984.66,Merchant Payment,HDFC,MER360,Success,2023-01-06 08:00:00,0,0,Settled
TXN0000130,CUST2371,4206.67,UPI Transfer,SBI,,Success,2023-01-06 09:00:00,0,1,Disputed
TXN0000131,CUST2466,5465.62,EMI Debit,ICICI,MER500,Success,2023-01-06 10:00:00,0,1,Pending
TXN0000132,CUST9882,464.03,EMI Debit,Axis,MER236,Success,2023-01-06 11:00:00,0,0,Settled
TXN0000133,CUST1087,507.54,UPI Transfer,ICICI,MER754,Success,2023-01-06 12:00:00,0,0,Pending
TXN0000134,CUST3512,416.71,EMI Debit,ICICI,MER354,Success,2023-01-06 13:00:00,0,0,Pending
TXN0000135,CUST9685,6811.33,Merchant Payment,Axis,MER952,Success,2023-01-06 14:00:00,0,0,Settled
TXN0000136,CUST2245,824.88,Merchant Payment,Axis,,Success,2023-01-06 15:00:00,0,0,Settled
TXN0000137,CUST7116,3606.56,Merchant Payment,SBI,,Success,2023-01-06 16:00:00,0,0,Settled
TXN0000138,CUST5231,2541.05,UPI Transfer,Kotak,,Success,2023-01-06 17:00:00,0,0,Settled
TXN0000139,CUST1977,2751.41,UPI Transfer,SBI,MER298,Success,2023-01-06 18:00:00,0,0,Settled
TXN0000140,CUST9733,761.09,EMI Debit,Axis,MER116,Success,2023-01-06 19:00:00,0,0,Settled
TXN0000141,CUST7722,3529.86,UPI Transfer,HDFC,,Success,2023-01-06 20:00:00,0,0,Settled
TXN0000142,CUST5507,154.2,UPI Transfer,HDFC,MER645,Success,2023-01-06 21:00:00,0,0,Settled
TXN0000143,CUST4492,17610.94,Refund,ICICI,,Success,2023-01-06 22:00:00,0,0,Settled
TXN0000144,CUST5925,94.93,UPI Transfer,ICICI,,Success,2023-01-06 23:00:00,0,0,Settled
TXN0000145,CUST2133,180.1,EMI Debit,Kotak,MER464,Success,2023-01-07 00:00:00,0,0,Settled
TXN0000146,CUST5865,1373.82,Refund,Kotak,MER533,Success,2023-01-07 01:00:00,0,0,Settled
TXN0000147,CUST8769,6235.47,Merchant Payment,Kotak,,Success,2023-01-07 02:00:00,0,0,Settled
TXN0000148,CUST9760,1040.6,EMI Debit,Kotak,MER467,Success,2023-01-07 03:00:00,0,0,Settled
TXN0000149,CUST4000,2234.88,Refund,HDFC,,Success,2023-01-07 04:00:00,0,1,Settled
TXN0000150,CUST8666,63.49,Utility Bill,Axis,,Pending,2023-01-07 05:00:00,0,0,N/A
TXN0000151,CUST7704,287.57,Merchant Payment,Kotak,,Success,2023-01-07 06:00:00,0,0,Settled
TXN0000152,CUST8365,3277.42,Merchant Payment,SBI,MER787,Success,2023-01-07 07:00:00,0,0,Pending
TXN0000153,CUST7632,756.41,Merchant Payment,Kotak,MER419,Success,2023-01-07 08:00:00,0,0,Settled
TXN0000154,CUST2767,4147.51,Utility Bill,HDFC,MER727,Success,2023-01-07 09:00:00,0,0,Settled
TXN0000155,CUST3074,5386.28,Utility Bill,ICICI,MER153,Pending,2023-01-07 10:00:00,0,0,N/A
TXN0000156,CUST2141,6647.73,Utility Bill,SBI,MER697,Success,2023-01-07 11:00:00,0,0,Settled
TXN0000157,CUST2077,502.74,Merchant Payment,Kotak,MER932,Success,2023-01-07 12:00:00,0,0,Settled
TXN0000158,CUST5599,2127.66,Merchant Payment,HDFC,MER141,Success,2023-01-07 13:00:00,0,0,Settled
TXN0000159,CUST7120,10286.5,UPI Transfer,ICICI,MER240,Success,2023-01-07 14:00:00,0,0,Settled
TXN0000160,CUST9343,5175.72,UPI Transfer,Kotak,MER851,Success,2023-01-07 15:00:00,0,0,Settled
TXN0000161,CUST5832,435.35,EMI Debit,HDFC,,Success,2023-01-07 16:00:00,0,0,Settled
TXN0000162,CUST9670,2443.56,UPI Transfer,HDFC,MER571,Success,2023-01-07 17:00:00,1,1,Settled
TXN0000163,CUST2685,8945.78,UPI Transfer,Axis,,Success,2023-01-07 18:00:00,0,0,Settled
TXN0000164,CUST4491,2029.61,Utility Bill,HDFC,MER469,Success,2023-01-07 19:00:00,0,0,Settled
TXN0000165,CUST2371,6358.0,UPI Transfer,Kotak,MER106,Success,2023-01-07 20:00:00,0,0,Settled
TXN0000166,CUST6459,2397.04,Refund,HDFC,MER690,Success,2023-01-07 21:00:00,0,0,Pending
TXN0000167,CUST4423,395.35,UPI Transfer,SBI,,Success,2023-01-07 22:00:00,0,0,Settled
TXN0000168,CUST4976,559.99,Refund,HDFC,MER197,Success,2023-01-07 23:00:00,0,0,Settled
TXN0000169,CUST2398,167.3,Merchant Payment,HDFC,MER316,Success,2023-01-08 00:00:00,0,0,Settled
TXN0000170,CUST6361,760.56,UPI Transfer,SBI,MER392,Success,2023-01-08 01:00:00,0,0,Settled
TXN0000171,CUST2401,7842.39,EMI Debit,Kotak,,Success,2023-01-08 02:00:00,0,0,Settled
TXN0000172,CUST2412,3676.36,Utility Bill,ICICI,MER201,Pending,2023-01-08 03:00:00,0,0,N/A
TXN0000173,CUST7430,4699.4,Merchant Payment,Axis,MER752,Success,2023-01-08 04:00:00,0,0,Settled
TXN0000174,CUST4230,3401.88,EMI Debit,ICICI,MER222,Success,2023-01-08 05:00:00,0,0,Settled
TXN0000175,CUST8521,1710.24,Refund,Kotak,MER266,Success,2023-01-08 06:00:00,0,0,Settled
TXN0000176,CUST6849,855.56,UPI Transfer,Kotak,,Success,2023-01-08 07:00:00,0,0,Settled
TXN0000177,CUST7056,9094.73,Utility Bill,SBI,MER988,Success,2023-01-08 08:00:00,0,0,Settled
TXN0000178,CUST5722,2531.39,UPI Transfer,ICICI,,Success,2023-01-08 09:00:00,0,0,Settled
TXN0000179,CUST9109,2296.15,Merchant Payment,HDFC,MER104,Success,2023-01-08 10:00:00,0,0,Pending
TXN0000180,CUST2264,19417.4,UPI Transfer,SBI,MER638,Success,2023-01-08 11:00:00,0,0,Settled
TXN0000181,CUST3259,1695.38,Merchant Payment,SBI,MER910,Success,2023-01-08 12:00:00,0,1,Pending
TXN0000182,CUST1362,6737.53,UPI Transfer,Axis,MER567,Success,2023-01-08 13:00:00,0,0,Settled
TXN0000183,CUST7276,6940.49,UPI Transfer,SBI,,Success,2023-01-08 14:00:00,0,0,Settled
TXN0000184,CUST7420,926.94,Merchant Payment,ICICI,MER402,Success,2023-01-08 15:00:00,0,0,Settled
TXN0000185,CUST6384,348.75,Merchant Payment,Kotak,MER411,Success,2023-01-08 16:00:00,1,0,Settled
TXN0000186,CUST7748,12998.99,Merchant Payment,Axis,MER292,Success,2023-01-08 17:00:00,0,0,Disputed
TXN0000187,CUST8831,1942.31,Merchant Payment,HDFC,,Success,2023-01-08 18:00:00,0,0,Settled
TXN0000188,CUST1666,7.78,UPI Transfer,ICICI,,Success,2023-01-08 19:00:00,0,0,Settled
TXN0000189,CUST3812,2419.15,Refund,HDFC,,Success,2023-01-08 20:00:00,0,0,Pending
TXN0000190,CUST3475,3380.11,Merchant Payment,SBI,MER740,Success,2023-01-08 21:00:00,0,0,Settled
TXN0000191,CUST7973,5237.76,UPI Transfer,ICICI,MER875,Success,2023-01-08 22:00:00,0,0,Settled
TXN0000192,CUST4100,10022.91,Merchant Payment,Axis,MER371,Success,2023-01-08 23:00:00,0,0,Settled
TXN0000193,CUST4401,8634.9,EMI Debit,Axis,MER933,Success,2023-01-09 00:00:00,1,0,Settled
TXN0000194,CUST6015,9854.87,UPI Transfer,HDFC,,Pending,2023-01-09 01:00:00,0,0,N/A
TXN0000195,CUST3551,114.28,UPI Transfer,Kotak,MER697,Pending,2023-01-09 02:00:00,0,0,N/A
TXN0000196,CUST3151,4354.04,Utility Bill,Axis,,Success,2023-01-09 03:00:00,0,0,Settled
TXN0000197,CUST7637,896.0,Merchant Payment,HDFC,,Success,2023-01-09 04:00:00,0,0,Settled
TXN0000198,CUST1387,726.96,Merchant Payment,Kotak,,Success,2023-01-09 05:00:00,0,0,Settled
TXN0000199,CUST6864,5638.61,Refund,ICICI,,Success,2023-01-09 06:00:00,0,0,Settled
TXN0000200,CUST4161,1889.27,UPI Transfer,Axis,MER187,Pending,2023-01-09 07:00:00,0,0,N/A
TXN0000201,CUST3380,8694.38,Merchant Payment,Axis,MER648,Success,2023-01-09 08:00:00,0,0,Settled
TXN0000202,CUST9568,151.77,UPI Transfer,HDFC,MER308,Success,2023-01-09 09:00:00,0,0,Settled
TXN0000203,CUST5335,5671.41,UPI Transfer,Axis,MER949,Pending,2023-01-09 10:00:00,0,0,N/A
TXN0000204,CUST2280,515.02,UPI Transfer,HDFC,MER922,Success,2023-01-09 11:00:00,0,0,Settled
TXN0000205,CUST1743,680.0,Merchant Payment,Axis,,Success,2023-01-09 12:00:00,0,1,Pending
TXN0000206,CUST8356,2270.96,UPI Transfer,HDFC,,Success,2023-01-09 13:00:00,0,0,Settled
TXN0000207,CUST4486,1762.26,Merchant Payment,Axis,,Success,2023-01-09 14:00:00,0,0,Settled
TXN0000208,CUST9023,2330.54,Refund,ICICI,,Success,2023-01-09 15:00:00,0,0,Settled
TXN0000209,CUST2068,9848.48,EMI Debit,ICICI,MER119,Pending,2023-01-09 16:00:00,0,0,N/A
TXN0000210,CUST7971,3749.06,UPI Transfer,HDFC,,Failed,2023-01-09 17:00:00,0,0,N/A
TXN0000211,CUST8526,1200.24,UPI Transfer,ICICI,,Success,2023-01-09 18:00:00,0,0,Settled
TXN0000212,CUST9534,664.44,Merchant Payment,HDFC,MER370,Success,2023-01-09 19:00:00,0,1,Settled
TXN0000213,CUST1630,1906.82,Merchant Payment,HDFC,,Success,2023-01-09 20:00:00,0,0,Settled
TXN0000214,CUST1297,2102.89,Refund,SBI,MER554,Success,2023-01-09 21:00:00,0,0,Disputed
TXN0000215,CUST9148,3218.36,Refund,ICICI,,Success,2023-01-09 22:00:00,0,0,Settled
TXN0000216,CUST9889,1082.37,Merchant Payment,SBI,,Success,2023-01-09 23:00:00,0,0,Settled
TXN0000217,CUST6316,5106.17,UPI Transfer,SBI,MER263,Pending,2023-01-10 00:00:00,0,0,N/A
TXN0000218,CUST2505,362.78,Utility Bill,Axis,MER108,Pending,2023-01-10 01:00:00,1,0,N/A
TXN0000219,CUST3825,2877.04,EMI Debit,HDFC,MER111,Success,2023-01-10 02:00:00,0,0,Settled
TXN0000220,CUST9570,3419.22,Merchant Payment,Kotak,MER911,Success,2023-01-10 03:00:00,0,0,Settled
TXN0000221,CUST9897,811.02,Merchant Payment,SBI,MER624,Success,2023-01-10 04:00:00,0,0,Settled
TXN0000222,CUST3414,6120.68,Merchant Payment,Axis,,Success,2023-01-10 05:00:00,0,0,Settled
TXN0000223,CUST6656,3344.72,Utility Bill,ICICI,,Success,2023-01-10 06:00:00,0,1,Settled
TXN0000224,CUST9962,3631.86,UPI Transfer,Kotak,MER971,Success,2023-01-10 07:00:00,0,0,Settled
TXN0000225,CUST6147,2410.26,Utility Bill,HDFC,MER742,Success,2023-01-10 08:00:00,0,0,Settled
TXN0000226,CUST5444,8412.06,UPI Transfer,Axis,,Success,2023-01-10 09:00:00,0,0,Settled
TXN0000227,CUST8547,4143.77,Refund,Kotak,,Success,2023-01-10 10:00:00,0,1,Settled
TXN0000228,CUST2446,1683.5,Merchant Payment,HDFC,,Pending,2023-01-10 11:00:00,0,0,N/A
TXN0000229,CUST3402,954.11,UPI Transfer,HDFC,MER551,Success,2023-01-10 12:00:00,0,1,Settled
TXN0000230,CUST6642,258.0,UPI Transfer,Kotak,MER307,Success,2023-01-10 13:00:00,1,0,Settled
TXN0000231,CUST2826,632.65,Merchant Payment,Axis,,Success,2023-01-10 14:00:00,0,0,Settled
TXN0000232,CUST8918,17211.42,UPI Transfer,Kotak,,Success,2023-01-10 15:00:00,0,0,Settled
TXN0000233,CUST4847,1827.59,Merchant Payment,SBI,,Success,2023-01-10 16:00:00,0,0,Settled
TXN0000234,CUST2092,8013.4,UPI Transfer,HDFC,MER729,Success,2023-01-10 17:00:00,1,0,Settled
TXN0000235,CUST5677,654.56,UPI Transfer,ICICI,MER378,Success,2023-01-10 18:00:00,0,1,Settled
TXN0000236,CUST2720,1939.05,Merchant Payment,Kotak,,Success,2023-01-10 19:00:00,0,0,Settled
TXN0000237,CUST1882,11311.73,Merchant Payment,Kotak,MER364,Success,2023-01-10 20:00:00,0,0,Settled
TXN0000238,CUST1123,334.44,Merchant Payment,HDFC,,Success,2023-01-10 21:00:00,0,1,Pending
TXN0000239,CUST4490,3154.77,Merchant Payment,HDFC,MER797,Success,2023-01-10 22:00:00,0,0,Settled
TXN0000240,CUST6797,8804.01,Merchant Payment,Kotak,MER250,Success,2023-01-10 23:00:00,0,0,Settled
TXN0000241,CUST1602,10462.97,Merchant Payment,ICICI,MER902,Success,2023-01-11 00:00:00,0,1,Settled
TXN0000242,CUST4831,6547.98,UPI Transfer,HDFC,,Success,2023-01-11 01:00:00,0,0,Settled
TXN0000243,CUST6460,6781.2,UPI Transfer,HDFC,MER139,Success,2023-01-11 02:00:00,0,0,Settled
TXN0000244,CUST9496,3696.28,UPI Transfer,SBI,,Pending,2023-01-11 03:00:00,0,1,N/A
TXN0000245,CUST7946,871.51,EMI Debit,Axis,MER606,Success,2023-01-11 04:00:00,0,0,Settled
